individual_1 individual_2 pedigree.relationship pedigree.degree kin kin0 ibs0 ibs1 ibs2 ibs02 ibs12 ibs01 j1 j2 j3 j4 j5 j6 j7 j8 j9
Test1_g2-b5-i1 Test1_g4-b1-i20 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g4-b1-i26 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g4-b1-i34 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i48 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g4-b1-i43 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i30 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i45 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g4-b1-i34 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i29 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g4-b1-i16 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i33 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i32 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g4-b1-i27 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g4-b1-i24 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g4-b1-i37 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i3 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i10 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i4 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i8 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i35 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i39 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i13 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i37 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i5 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g4-b1-i50 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g4-b1-i15 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i36 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g4-b1-i27 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i45 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i45 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g4-b1-i10 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i50 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g4-b1-i28 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i18 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i24 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i12 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i35 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i19 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g4-b1-i39 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i16 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i45 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i30 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i17 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i28 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g4-b1-i30 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i23 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i27 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i43 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i21 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i42 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i7 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b12-i1 Test1_g4-b1-i32 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i5 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i24 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i29 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i40 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g4-b1-i31 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i35 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g4-b1-i34 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i5 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g4-b1-i41 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i11 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b6-i1 Test1_g4-b1-i5 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i49 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i50 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g4-b1-i16 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i15 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g4-b1-i11 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i33 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b13-i1 Test1_g4-b1-i46 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i44 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i12 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g4-b1-i26 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g4-b1-i28 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i12 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i4 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i33 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i36 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b3-i1 Test1_g4-b1-i17 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g4-b1-i4 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b10-i1 Test1_g4-b1-i37 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b9-i1 Test1_g4-b1-i42 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g4-b1-i42 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b8-i1 Test1_g4-b1-i49 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i33 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i3 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i16 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b15-i1 Test1_g4-b1-i11 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b4-i1 Test1_g4-b1-i41 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b7-i1 Test1_g4-b1-i33 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b14-i1 Test1_g4-b1-i22 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i42 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b11-i1 Test1_g4-b1-i26 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b2-i1 Test1_g4-b1-i1 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g2-b5-i1 Test1_g4-b1-i44 Great-uncle 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b15-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g3-b6-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b8-i1 Test1_g3-b12-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b23-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b5-i1 Test1_g3-b6-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b29-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b19-i1 Test1_g3-b29-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b20-i1 Test1_g3-b24-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b22-i1 Test1_g3-b26-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b15-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b27-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b15-i1 Test1_g3-b22-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b17-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b3-i1 Test1_g3-b6-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b25-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b21-i1 Test1_g3-b26-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b20-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b27-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b19-i1 Test1_g3-b24-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b14-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b22-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b20-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b24-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b21-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b9-i1 Test1_g3-b11-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b19-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b17-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b23-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b24-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b18-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b27-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b23-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b15-i1 Test1_g3-b18-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g3-b4-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b26-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b21-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b28-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b15-i1 Test1_g3-b21-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b3-i1 Test1_g3-b5-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b7-i1 Test1_g3-b11-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b4-i1 Test1_g3-b6-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b15-i1 Test1_g3-b27-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b16-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b27-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b25-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b1-i1 Test1_g3-b3-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b2-i1 Test1_g3-b3-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b22-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b24-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b23-i1 Test1_g3-b27-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b15-i1 Test1_g3-b17-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b21-i1 Test1_g3-b24-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b21-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b17-i1 Test1_g3-b21-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b19-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b26-i1 Test1_g3-b27-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b19-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b2-i1 Test1_g3-b6-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b7-i1 Test1_g3-b10-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b9-i1 Test1_g3-b12-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b17-i1 Test1_g3-b26-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b4-i1 Test1_g3-b5-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b20-i1 Test1_g3-b22-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b15-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b20-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b21-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b21-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b15-i1 Test1_g3-b26-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b26-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b13-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b22-i1 Test1_g3-b29-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b21-i1 Test1_g3-b22-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b17-i1 Test1_g3-b29-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b20-i1 Test1_g3-b27-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b19-i1 Test1_g3-b20-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b10-i1 Test1_g3-b12-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b20-i1 Test1_g3-b21-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b7-i1 Test1_g3-b8-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b21-i1 Test1_g3-b29-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b19-i1 Test1_g3-b21-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b7-i1 Test1_g3-b9-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b19-i1 Test1_g3-b30-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b17-i1 Test1_g3-b25-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b17-i1 Test1_g3-b23-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b2-i1 Test1_g3-b5-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b26-i1 Test1_g3-b29-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b27-i1 Test1_g3-b28-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b11-i1 Test1_g3-b12-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b20-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b16-i1 Test1_g3-b20-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b18-i1 Test1_g3-b24-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b14-i1 Test1_g3-b17-i1 HS 0.125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b5-i1 Test1_g3-b15-i1 First-cousin 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
Test1_g3-b3-i1 Test1_g3-b16-i1 First-cousin 0.0625 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
